"State","CumulativeTests","TestsPer1000","CurrentlyHospitalized","CumulativeHospitalizations","Rolling Avg Change in Cases (7 Days)","Rolling Avg Change in Deaths (7 Days)","Rolling Avg Change in Positives (7 Days)","Rolling Avg Change in Tests (7 Days)","Positivity Rate (7 Days - Rolling)","Change in Tests (7 Days) Over Pop","Pct Change in Positives (2 Wks - Rolling)","Pct Change in Tests (7 Days - Rolling)","Pct Change in Cases (2 Wks - Rolling)","Pct Change in Deaths (2 Wks - Rolling)"
"Nevada",210611,68.3767315681414,332,NA,218.857142857143,3.57142857142857,217.714285714286,4987.71428571429,0.0436501117030418,0.0113351401682252,0.712007236527929,0.053625856293569,1.05087014725569,-0.324324324324324
"New Hampshire",96421,70.912863101056,70,513,39.2857142857143,4.85714285714286,40,1773.14285714286,0.0225588140509185,0.00912841037544007,-0.468631092717291,-0.0959283268992643,-0.452191235059761,-0.0555555555555557
"New Jersey",1097616,123.574929155985,1391,18737,388.142857142857,69,388.142857142857,19598.7142857143,0.0198045061264952,0.0154456277111838,-0.551910063100768,-0.359758260220273,-0.568113177555238,-0.1375
"New Mexico",258994,123.516986840606,172,1625,111.857142857143,5.57142857142857,117.285714285714,4263.85714285714,0.0275069521224914,0.0142343510128866,-0.12299607774479,-0.13985590778098,0.0495978552278821,0
"New York",2934599,150.851507340995,1657,89995,746.714285714286,64.4285714285714,746.714285714286,62393.8571428571,0.011967753235781,0.0224512622650424,-0.529308459203561,0.00631311676731558,-0.435224203133441,-0.298600311041991
"North Carolina",627130,59.7945249103649,798,NA,1234.14285714286,14.2857142857143,1224.71428571429,16557.7142857143,0.0739663859745997,0.0110510175166408,0.097478146881926,0.220851722721384,0.593911439114391,-0.34640522875817
"North Dakota",86880,114.006471914359,35,197,31.2857142857143,0.285714285714286,31.2857142857143,992.428571428571,0.0315243990211602,0.00911605617390711,0.0646797030239263,-0.11985303433422,0.128865979381443,-0.75
"Ohio",546220,46.7290039438451,511,6895,381.714285714286,25.7142857142857,381.714285714286,11028,0.0346131923933883,0.00660410125672635,-0.362365801981322,-0.0117773567514977,-0.258189894503054,-0.0322580645161291
"Oklahoma",250818,63.3863629528748,149,1116,154.428571428571,1.71428571428571,154.428571428571,4152.85714285714,0.0371861025111799,0.00734652844309448,1.64171975152983,0.0184990540256464,1.83727034120735,-0.478260869565217
"Oregon",166189,39.4024093963184,133,875,102.142857142857,1.42857142857143,81.2857142857143,2541.28571428571,0.0319860588003823,0.0042176645912251,0.721376316326901,-0.0734413250690141,1.2626582278481,1
"Pennsylvania",583233,45.5579988390866,852,NA,470.714285714286,38.8571428571429,369.428571428571,8978.28571428571,0.0411468940936864,0.0049092371505709,-0.492904757705742,-0.0290446174762082,-0.278361804643014,-0.350835322195704
"Rhode Island",191518,180.786341955198,141,1853,72.2857142857143,8.71428571428571,72.2857142857143,2968.42857142857,0.0243515087347803,0.0196146544945491,-0.385089132852454,0.27902252862243,-0.413673232908459,-0.445454545454545
"South Carolina",248336,48.2326266325921,521,1988,644.142857142857,7.71428571428571,644.142857142857,4707.42857142857,0.136835396941005,0.00203487705862085,1.81183173464777,-0.124618122891374,1.55467422096317,-0.0847457627118644
"South Dakota",65319,73.8352291673967,87,539,65.7142857142857,1.42857142857143,65.7142857142857,1179.85714285714,0.0556968155951084,0.00933580057400648,0.19463193077601,-0.361351685740798,0.069767441860465,-0.166666666666667
"Tennessee",615220,90.0870295587724,NA,2087,550,8,578.714285714286,16636,0.0347868649744101,0.0170521354412701,-0.362856864199909,0.854596996384832,0.568228105906314,1
"Texas",1295983,44.6954172559889,2287,NA,1873.57142857143,20.4285714285714,1839.42857142857,27933.8571428571,0.065849430031145,0.00674361299799789,0.387265316418528,0.316029640398167,0.491866681833694,-0.0272108843537416
"Utah",267713,83.5048369317377,178,1028,321,2.57142857142857,321,4251.71428571429,0.0754989584033331,0.00928334058025713,0.0468293300037953,0.238174481008445,0.599288256227758,0.125
"Vermont",50982,81.7033633605721,26,NA,9.14285714285714,0,9.14285714285714,1394.85714285714,0.00655469070053257,0.0156477117385082,0.410569438754609,0.347130242825607,1.56,NA
"Virginia",469000,54.9468638052355,958,8136,546.428571428571,10.5714285714286,546.428571428571,12740.5714285714,0.0428888589881593,0.0104485737774118,-0.634313885087925,0.38430733410943,-0.542628243453306,-0.637254901960784
"Washington",450146,59.1138969385387,229,3845,300.714285714286,8.57142857142857,299.428571428571,7079.71428571429,0.0422938778804633,0.00650803629151454,0.152450663084668,1.14064187292126,0.123265741728922,0.0526315789473685
"West Virginia",131199,73.2077223575968,30,NA,20.8571428571429,0.571428571428571,20.7142857142857,2770.28571428571,0.0074773102310231,0.0108205409489289,-0.644663918583093,0.367077899189284,-0.418326693227092,0.333333333333333
"Wisconsin",420124,72.1560776816019,289,3049,274.714285714286,6.57142857142857,274.714285714286,10488.8571428571,0.0261910599003024,0.012610190171327,-0.438450605342941,-0.0610517162003172,-0.384836852207294,-0.439024390243902
"Wyoming",33065,57.1308610319667,5,93,16.1428571428571,0.142857142857143,16.1428571428571,616.285714285714,0.0261937876680575,0.00745387976688051,0.268652449389584,-0.010096374483708,0.738461538461538,-0.75
"Puerto Rico",5811,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guam",8543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virgin Islands",2377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Mariana Islands",8169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
