Country,Date,Confirmed Cases,Confirmed Deaths,New Cases,New Deaths,Income,Region,Population,Case_Change_7_Day_Rolling_Average,Death_Change_7_Day_Rolling_Average,year,cpm,dpm,new_cases_per_million,new_deaths_per_million,cases_income,deaths_income,Case_7_Day_income,Death_7_Day_income,cpm_income,dpm_income,Case_7_Day_income_per_million,Death_7_Day_income_per_million,cases_region,deaths_region,Case_Change_7_Day_region,Death_7_Day_region,cpm_region,dpm_region,Case_7_Day_region_per_million,Death_7_Day_region_per_million
Ireland,2024-01-14,1731108,9432,958,4,High income,European Region,4986526,762.714285714286,11.1428571428571,,347157.119004293,1891.49720667254,192.1177188287,0.802161665255531,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Isle of Man,2024-01-14,38008,116,,,High income,,84263,0,0,,451063.930788128,1376.64217984169,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,1310895,4286,4.71428571428571,0.285714285714286,,,,
Israel,2024-01-14,4841558,12707,,,High income,European Region,8900059,0,0,,543991.674661932,1427.74334417334,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Italy,2024-01-14,26691441,195775,12142,191,High income,European Region,59240329,43052.4285714286,340.285714285714,,450561.998060477,3304.75882400991,204.961724638633,3.22415495025357,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Jamaica,2024-01-14,156649,3591,,,Upper middle income,Region of the Americas,2827695,5.85714285714286,0,,55398.1246209369,1269.93894320286,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Japan,2024-01-14,33803572,74694,,,High income,Western Pacific Region,124612530,0,0,,271269.446178486,599.410027225994,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,208090027,419442,74924,138.428571428571,108137.538723389,217.970203431306,38.9355370274964,0.0719367728434223
Jersey,2024-01-14,66391,161,,,,,109618,0,0,,605657.829918444,1468.7368862778,,,1212840,3965,18.1428571428571,0,,,,,1310895,4286,4.71428571428571,0.285714285714286,,,,
Jordan,2024-01-14,1746997,14122,,,Lower middle income,Eastern Mediterranean Region,11148278,0,0,,156705.546811804,1266.74272026586,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,23410381,351878,613.571428571429,11.1428571428571,30746.1525470735,462.140905180447,0.805837407831293,0.0146345326684146
Kazakhstan,2024-01-14,1503205,19072,,,Upper middle income,European Region,19196465,23.7142857142857,0,,78306.3444233092,993.516254164504,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Kenya,2024-01-14,344094,5689,,,Lower middle income,African Region,53005614,0,0,,6491.65199746578,107.328253946837,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Kiribati,2024-01-14,5085,24,,,Lower middle income,Western Pacific Region,128874,0,0,,39457.1441873458,186.228409143815,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,208090027,419442,74924,138.428571428571,108137.538723389,217.970203431306,38.9355370274964,0.0719367728434223
Kosovo,2024-01-14,274279,3212,,,Upper middle income,European Region,1662009,0,0,,165028.588894525,1932.60084632514,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Kuwait,2024-01-14,666756,2570,103,,High income,Eastern Mediterranean Region,4250114,32.4285714285714,0,,156879.556642481,604.689662441996,24.2346440589594,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,23410381,351878,613.571428571429,11.1428571428571,30746.1525470735,462.140905180447,0.805837407831293,0.0146345326684146
Kyrgyzstan,2024-01-14,88948,1024,4,,Lower middle income,European Region,6527743,2.42857142857143,0,,13626.1491912289,156.868920850591,0.612769222072621,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Laos,2024-01-14,218908,671,2,,Lower middle income,Western Pacific Region,7425057,1.42857142857143,0,,29482.332593541,90.3696766233579,0.269358201559934,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,208090027,419442,74924,138.428571428571,108137.538723389,217.970203431306,38.9355370274964,0.0719367728434223
Latvia,2024-01-14,977701,7465,,,High income,European Region,1873919,0,0,,521741.334604111,3983.63002883262,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Lebanon,2024-01-14,1239904,10947,,,Lower middle income,Eastern Mediterranean Region,5592631,0,0,,221703.166184216,1957.39715350432,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,23410381,351878,613.571428571429,11.1428571428571,30746.1525470735,462.140905180447,0.805837407831293,0.0146345326684146
Lesotho,2024-01-14,36135,709,,,Lower middle income,African Region,2281454,3.14285714285714,0,,15838.5836400822,310.766730339512,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Liberia,2024-01-14,7930,294,,,Low income,African Region,5193416,0,0,,1526.93333251178,56.6101386832867,,,1937374,43496,318,1.85714285714286,2697.33424172743,60.5578737911091,0.442739651130511,0.0025856313857577,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Libya,2024-01-14,507269,6437,,,Upper middle income,Eastern Mediterranean Region,6735277,0,0,,75315.2394474645,955.714219326095,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,23410381,351878,613.571428571429,11.1428571428571,30746.1525470735,462.140905180447,0.805837407831293,0.0146345326684146
Liechtenstein,2024-01-14,21570,89,1,,High income,,39039,4.71428571428571,0.285714285714286,,552524.398678245,2279.77151054074,25.6154102307949,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,1310895,4286,4.71428571428571,0.285714285714286,,,,
Lithuania,2024-01-14,1359230,9773,,,High income,European Region,2786651,1241.14285714286,1.71428571428571,,487764.703940321,3507.07713308915,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Luxembourg,2024-01-14,390465,1000,196,,High income,European Region,639321,481.142857142857,0,,610749.529579038,1564.15947544348,306.575257186922,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Madagascar,2024-01-14,68486,1426,,,Low income,African Region,28915653,13.1428571428571,0,,2368.47495714518,49.3158497924982,,,1937374,43496,318,1.85714285714286,2697.33424172743,60.5578737911091,0.442739651130511,0.0025856313857577,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Malawi,2024-01-14,89168,2686,,,Low income,African Region,19889742,2.28571428571429,0,,4483.11496448773,135.04448675101,,,1937374,43496,318,1.85714285714286,2697.33424172743,60.5578737911091,0.442739651130511,0.0025856313857577,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Malaysia,2024-01-14,5257009,37323,29687,8,Upper middle income,Western Pacific Region,33573874,16635.1428571429,17.4285714285714,,156580.351734209,1111.66795943775,884.229207508195,0.23828051537931,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,208090027,419442,74924,138.428571428571,108137.538723389,217.970203431306,38.9355370274964,0.0719367728434223
Maldives,2024-01-14,186694,316,,,Upper middle income,South-East Asia Region,521457,0,0,,358023.768019223,605.994358115818,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,61248144,808329,5285.57142857143,36.8571428571429,29783.1058729423,393.065758648451,2.57021230645196,0.0179225053397283
Mali,2024-01-14,33164,743,,,Low income,African Region,21904983,0.428571428571429,0,,1513.99341419256,33.9192228544528,,,1937374,43496,318,1.85714285714286,2697.33424172743,60.5578737911091,0.442739651130511,0.0025856313857577,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Malta,2024-01-14,121222,899,90,6,High income,European Region,526748,62.8571428571429,1.85714285714286,,230132.814932378,1706.69845922528,170.859690022553,11.3906460015036,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Marshall Islands,2024-01-14,16138,17,,,Upper middle income,Western Pacific Region,42050,0,0,,383781.212841855,404.280618311534,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,208090027,419442,74924,138.428571428571,108137.538723389,217.970203431306,38.9355370274964,0.0719367728434223
Martinique,2024-01-14,230354,1104,,,,,368796,0,0,,624610.895996703,2993.52487554095,,,1212840,3965,18.1428571428571,0,,,,,1310895,4286,4.71428571428571,0.285714285714286,,,,
Mauritania,2024-01-14,63808,997,10,,Lower middle income,African Region,4614974,6.28571428571429,0,,13826.2967462005,216.035886659383,2.16685944492862,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Mauritius,2024-01-14,323707,1060,,,Upper middle income,African Region,1298915,1533.57142857143,0.571428571428571,,249213.381938002,816.065716386369,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Mayotte,2024-01-14,42027,187,,,,,316014,0,0,,132990.943439215,591.745935306664,,,1212840,3965,18.1428571428571,0,,,,,1310895,4286,4.71428571428571,0.285714285714286,,,,
Mexico,2024-01-14,7702809,334958,,,Upper middle income,Region of the Americas,126705138,56.7142857142857,4,,60793.185829607,2643.60234547079,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Micronesia (Federated States of),2024-01-14,26547,65,,,Lower middle income,Western Pacific Region,113131,0,0,,234657.16735466,574.55516171518,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,208090027,419442,74924,138.428571428571,108137.538723389,217.970203431306,38.9355370274964,0.0719367728434223
Moldova,2024-01-14,632602,12185,708,6,Upper middle income,European Region,3061506,664.428571428572,4,,206630.984881297,3980.067326342,231.258733446872,1.95981977497349,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Monaco,2024-01-14,17181,67,,,High income,European Region,36686,0,0,,468325.791855204,1826.30976394265,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Mongolia,2024-01-14,1011443,2284,12,,Lower middle income,Western Pacific Region,3347782,20.8571428571429,0,,302123.316273282,682.242750573365,3.58446278760087,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,208090027,419442,74924,138.428571428571,108137.538723389,217.970203431306,38.9355370274964,0.0719367728434223
Montenegro,2024-01-14,251280,2654,,,Upper middle income,European Region,627859,0,0,,400217.246228851,4227.06371972051,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Montserrat,2024-01-14,1403,8,,,,Region of the Americas,4417,0,0,,317636.404799638,1811.18406158026,,,1212840,3965,18.1428571428571,0,,,,,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Morocco,2024-01-14,1278512,16301,113,1,Lower middle income,Eastern Mediterranean Region,37076584,109.428571428571,0.571428571428571,,34483.004151623,439.657547739565,3.04774571465376,0.026971201014635,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,23410381,351878,613.571428571429,11.1428571428571,30746.1525470735,462.140905180447,0.805837407831293,0.0146345326684146
Mozambique,2024-01-14,233731,2250,,,Low income,African Region,32077072,2.85714285714286,0,,7286.54410851464,70.1435592375763,,,1937374,43496,318,1.85714285714286,2697.33424172743,60.5578737911091,0.442739651130511,0.0025856313857577,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Myanmar (Burma),2024-01-14,641550,19494,54,,Lower middle income,South-East Asia Region,53798084,24.8571428571429,0,,11925.1458843776,362.354912119175,1.00375321916669,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,61248144,808329,5285.57142857143,36.8571428571429,29783.1058729423,393.065758648451,2.57021230645196,0.0179225053397283
Namibia,2024-01-14,172256,4103,4,,Upper middle income,African Region,2530151,9.57142857142857,0.142857142857143,,68081.3121430302,1621.64234466639,1.58093331188534,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Nauru,2024-01-14,5393,1,,,High income,Western Pacific Region,12511,0,0,,431060.66661338,79.9296618975302,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,208090027,419442,74924,138.428571428571,108137.538723389,217.970203431306,38.9355370274964,0.0719367728434223
Nepal,2024-01-14,1003450,12031,,,Lower middle income,South-East Asia Region,30034989,0,0,,33409.3679874496,400.566153029056,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,61248144,808329,5285.57142857143,36.8571428571429,29783.1058729423,393.065758648451,2.57021230645196,0.0179225053397283
Netherlands,2024-01-14,8632753,22986,713,,High income,European Region,17501696,1295.85714285714,0,,493252.368227628,1313.35843109148,40.7389089605945,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
New Caledonia,2024-01-14,80064,314,,,High income,Western Pacific Region,287800,0,0,,278193.18971508,1091.03544127867,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,208090027,419442,74924,138.428571428571,108137.538723389,217.970203431306,38.9355370274964,0.0719367728434223
New Zealand,2024-01-14,2457969,3645,5733,22,High income,Western Pacific Region,5129727,5884.57142857143,17.5714285714286,,479161.756561314,710.564129436128,1117.60333444645,4.28872725585592,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,208090027,419442,74924,138.428571428571,108137.538723389,217.970203431306,38.9355370274964,0.0719367728434223
Nicaragua,2024-01-14,16106,245,,,Lower middle income,Region of the Americas,6850540,4.14285714285714,0,,2351.05553722772,35.763604037054,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Niger,2024-01-14,9515,315,,,Low income,African Region,25252722,0,0,,376.791064345459,12.4739028133284,,,1937374,43496,318,1.85714285714286,2697.33424172743,60.5578737911091,0.442739651130511,0.0025856313857577,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Nigeria,2024-01-14,267173,3155,,,Lower middle income,African Region,213401323,0,0,,1251.97443129254,14.78435070433,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Niue,2024-01-14,993,0,,,,Western Pacific Region,1937,14,0,,512648.425400103,0,,,1212840,3965,18.1428571428571,0,,,,,208090027,419442,74924,138.428571428571,108137.538723389,217.970203431306,38.9355370274964,0.0719367728434223
North Korea,2024-01-14,0,0,,,Low income,South-East Asia Region,25971909,0,0,,0,0,,,1937374,43496,318,1.85714285714286,2697.33424172743,60.5578737911091,0.442739651130511,0.0025856313857577,61248144,808329,5285.57142857143,36.8571428571429,29783.1058729423,393.065758648451,2.57021230645196,0.0179225053397283
North Macedonia,2024-01-14,350244,9963,,,Upper middle income,European Region,2103330,25,0,,166518.805893512,4736.77454322432,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Northern Mariana Islands,2024-01-14,14341,41,,,High income,Western Pacific Region,49481,1,0,,289828.418989107,828.600877104343,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,208090027,419442,74924,138.428571428571,108137.538723389,217.970203431306,38.9355370274964,0.0719367728434223
Norway,2024-01-14,1505389,5732,615,,High income,European Region,5403021,1417.85714285714,0,,278619.868403251,1060.88797359847,113.825210007512,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Oman,2024-01-14,399449,4628,,,High income,Eastern Mediterranean Region,4520471,0,0,,88364.4646763579,1023.78712306749,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,23410381,351878,613.571428571429,11.1428571428571,30746.1525470735,462.140905180447,0.805837407831293,0.0146345326684146
Pakistan,2024-01-14,1580631,30656,,,Lower middle income,Eastern Mediterranean Region,231402117,0,0,,6830.66784561872,132.479341146218,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,23410381,351878,613.571428571429,11.1428571428571,30746.1525470735,462.140905180447,0.805837407831293,0.0146345326684146
Palau,2024-01-14,6265,9,,,Upper middle income,Western Pacific Region,18024,2.28571428571429,0,,347592.099422992,499.334221038615,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,208090027,419442,74924,138.428571428571,108137.538723389,217.970203431306,38.9355370274964,0.0719367728434223
Palestinian Territories,2024-01-14,703228,5708,,,Upper middle income,Eastern Mediterranean Region,5133392,0,0,,136990.90192216,1111.93534411555,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,23410381,351878,613.571428571429,11.1428571428571,30746.1525470735,462.140905180447,0.805837407831293,0.0146345326684146
Panama,2024-01-14,1042688,8670,50,10,High income,Region of the Americas,4351267,128.857142857143,2.71428571428571,,239628.595533209,1992.52309729557,11.4909059820967,2.29818119641934,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Papua New Guinea,2024-01-14,46864,670,,,Lower middle income,Western Pacific Region,9949437,0,0,,4710.21626650835,67.3404937384899,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,208090027,419442,74924,138.428571428571,108137.538723389,217.970203431306,38.9355370274964,0.0719367728434223
Paraguay,2024-01-14,736275,19956,,,Upper middle income,Region of the Americas,6703799,18.1428571428571,3.42857142857143,,109829.516069918,2976.81956156502,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Peru,2024-01-14,4536733,221583,,,Upper middle income,Region of the Americas,33715471,1326.42857142857,4.85714285714286,,134559.383732174,6572.14606315303,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Philippines,2024-01-14,4138564,66856,3219,43,Lower middle income,Western Pacific Region,113880328,2272.28571428571,15.7142857142857,,36341.3424661018,587.072422200962,28.2665150033639,0.377589358541363,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,208090027,419442,74924,138.428571428571,108137.538723389,217.970203431306,38.9355370274964,0.0719367728434223
Pitcairn Islands,2024-01-14,4,0,,,,,,0,0,,,,,,1212840,3965,18.1428571428571,0,,,,,1310895,4286,4.71428571428571,0.285714285714286,,,,
Poland,2024-01-14,6645652,120497,4974,68,High income,European Region,38307726,12150.2857142857,98.2857142857143,,173480.722922577,3145.50124953906,129.843259294483,1.77509884037492,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Portugal,2024-01-14,5641139,28019,633,43,High income,European Region,10290103,958.857142857143,33.7142857142857,,548210.158829314,2722.907632703,61.5154192334129,4.17877255456044,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Puerto Rico,2024-01-14,1252713,5938,,,High income,Region of the Americas,3256028,0,0,,384736.55631954,1823.69439083448,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Qatar,2024-01-14,514524,690,,,High income,Eastern Mediterranean Region,2688235,0,0,,191398.445448408,256.673988695185,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,23410381,351878,613.571428571429,11.1428571428571,30746.1525470735,462.140905180447,0.805837407831293,0.0146345326684146
Romania,2024-01-14,3515167,68660,2012,12,High income,European Region,19328560,1682.28571428571,11.4285714285714,,181863.884324544,3552.25635018853,104.094666131362,0.620842939153253,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Russia,2024-01-14,23773097,401632,623,150,Upper middle income,European Region,145102755,66218.5714285714,159.285714285714,,163836.289669345,2767.91436523724,4.29350910670166,1.03375018620425,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Rwanda,2024-01-14,133208,1468,,,Low income,African Region,13461888,0,0,,9895.19449277843,109.048597046714,,,1937374,43496,318,1.85714285714286,2697.33424172743,60.5578737911091,0.442739651130511,0.0025856313857577,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Réunion,2024-01-14,494595,921,,,,,966129,0,0,,511934.741633881,953.288846520496,,,1212840,3965,18.1428571428571,0,,,,,1310895,4286,4.71428571428571,0.285714285714286,,,,
Saint Martin (French part),2024-01-14,12324,46,,,High income,,31948,0,0,,385751.84675097,1439.83973957681,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,1310895,4286,4.71428571428571,0.285714285714286,,,,
Samoa,2024-01-14,16962,31,,,Lower middle income,Western Pacific Region,218764,0,0,,77535.6091495859,141.705216580425,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,208090027,419442,74924,138.428571428571,108137.538723389,217.970203431306,38.9355370274964,0.0719367728434223
San Marino,2024-01-14,25292,126,,,High income,European Region,33745,0,0,,749503.630167432,3733.88650170396,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Saudi Arabia,2024-01-14,841469,9646,,,High income,Eastern Mediterranean Region,35950396,0,0,,23406.390294004,268.314151532573,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,23410381,351878,613.571428571429,11.1428571428571,30746.1525470735,462.140905180447,0.805837407831293,0.0146345326684146
Senegal,2024-01-14,89050,1971,,,Lower middle income,African Region,16876720,2.85714285714286,0,,5276.49922496789,116.788096265151,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Serbia,2024-01-14,2583470,18057,,,Upper middle income,European Region,7296769,0,0,,354056.706468301,2474.65693377439,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Seychelles,2024-01-14,51220,172,,,High income,African Region,106471,11.5714285714286,0,,481069.962712851,1615.46336561129,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
