Country,Date,Confirmed Cases,Confirmed Deaths,New Cases,New Deaths,Income,Region,Population,Case_Change_7_Day_Rolling_Average,Death_Change_7_Day_Rolling_Average,year,cpm,dpm,new_cases_per_million,new_deaths_per_million,cases_income,deaths_income,Case_7_Day_income,Death_7_Day_income,cpm_income,dpm_income,Case_7_Day_income_per_million,Death_7_Day_income_per_million,cases_region,deaths_region,Case_Change_7_Day_region,Death_7_Day_region,cpm_region,dpm_region,Case_7_Day_region_per_million,Death_7_Day_region_per_million
Bhutan,2024-01-14,62697,21,,,Lower middle income,South-East Asia Region,777486,0,0,,80640.6803466558,27.0101326583373,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,61248144,808329,5285.57142857143,36.8571428571429,29783.1058729423,393.065758648451,2.57021230645196,0.0179225053397283
Bolivia,2024-01-14,1211716,22385,,,Lower middle income,Region of the Americas,12079472,274.428571428571,0,,100312.00039207,1853.14391225047,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Bosnia & Herzegovina,2024-01-14,403546,16382,6,1,Upper middle income,European Region,3270943,27.2857142857143,1.71428571428571,,123372.98448796,5008.34163114429,1.83433340171321,0.305722233618868,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Botswana,2024-01-14,330417,2800,,,Upper middle income,African Region,2588423,1.85714285714286,0,,127651.855975627,1081.73973110268,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Brazil,2024-01-14,37519960,702116,,,Upper middle income,Region of the Americas,214326223,0,0,,175060.053197504,3275.92205084489,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
British Virgin Islands,2024-01-14,7392,64,,,High income,Region of the Americas,31122,0,0,,237516.869095817,2056.42310905469,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Brunei,2024-01-14,338569,177,4334,1,High income,Western Pacific Region,445373,3422.71428571429,2,,760192.018824671,397.419690910765,9731.16915484325,2.24530898819641,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,208090027,419442,74924,138.428571428571,108137.538723389,217.970203431306,38.9355370274964,0.0719367728434223
Bulgaria,2024-01-14,1326144,38660,1077,10,Upper middle income,European Region,6885868,1224.42857142857,12.7142857142857,,192589.227676162,5614.39748772413,156.407296799764,1.45224973815937,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Burkina Faso,2024-01-14,22109,400,,,Low income,African Region,22100683,0.571428571428571,0.142857142857143,,1000.37632321137,18.0989881624925,,,1937374,43496,318,1.85714285714286,2697.33424172743,60.5578737911091,0.442739651130511,0.0025856313857577,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Burundi,2024-01-14,54461,15,,,Low income,African Region,12551213,11.2857142857143,0,,4339.10252339754,1.19510361269465,,,1937374,43496,318,1.85714285714286,2697.33424172743,60.5578737911091,0.442739651130511,0.0025856313857577,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Cambodia,2024-01-14,139054,3056,15,,Lower middle income,Western Pacific Region,16589023,14.2857142857143,0,,8382.28990338973,184.21820260301,0.904212381886504,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,208090027,419442,74924,138.428571428571,108137.538723389,217.970203431306,38.9355370274964,0.0719367728434223
Cameroon,2024-01-14,125137,1974,,,Lower middle income,African Region,27198628,0.285714285714286,0,,4600.85707264352,72.5771902906279,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Canada,2024-01-14,4768737,53992,3778,34,High income,Region of the Americas,38155012,5089.57142857143,65.4285714285714,,124983.239423434,1415.0696637181,99.0171356780074,0.891101803348928,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Cape Verde,2024-01-14,64474,417,,,Lower middle income,African Region,587925,0,0,,109663.647574095,709.274142109963,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Caribbean Netherlands,2024-01-14,11922,41,,,,Region of the Americas,26706,0,0,,446416.535609975,1535.23552759679,,,1212840,3965,18.1428571428571,0,,,,,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Cayman Islands,2024-01-14,31472,37,,,High income,Region of the Americas,68136,0,0,,461899.729951861,543.031583891042,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Central African Republic,2024-01-14,15440,113,,,Low income,African Region,5457154,4.28571428571429,0,,2829.31359459528,20.7067640018955,,,1937374,43496,318,1.85714285714286,2697.33424172743,60.5578737911091,0.442739651130511,0.0025856313857577,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Chad,2024-01-14,7698,194,,,Low income,African Region,17179740,0,0,,448.085943093435,11.2923711301801,,,1937374,43496,318,1.85714285714286,2697.33424172743,60.5578737911091,0.442739651130511,0.0025856313857577,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Chile,2024-01-14,5334773,62220,,,High income,Region of the Americas,19493184,2147.71428571429,30,,273673.76206986,3191.88491731264,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
China,2024-01-14,99325108,121916,1352,8,Upper middle income,Western Pacific Region,1425893465,669,5.57142857142857,,69658.1550010821,85.5014788920433,0.948177429230311,0.00561051733272373,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,208090027,419442,74924,138.428571428571,108137.538723389,217.970203431306,38.9355370274964,0.0719367728434223
Colombia,2024-01-14,6389365,142727,2156,,Upper middle income,Region of the Americas,51516562,773.857142857143,0,,124025.454183064,2770.50708469249,41.8506188359386,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Comoros,2024-01-14,9109,160,,,Lower middle income,African Region,821625,0,0,,11086.5662558953,194.736041381409,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Congo - Brazzaville,2024-01-14,25213,389,,,Lower middle income,African Region,5835806,0,0,,4320.39721676834,66.6574591410338,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Congo - Kinshasa,2024-01-14,99338,1468,,,Low income,African Region,95894118,0.714285714285714,0,,1035.91338104804,15.3085510416812,,,1937374,43496,318,1.85714285714286,2697.33424172743,60.5578737911091,0.442739651130511,0.0025856313857577,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Cook Islands,2024-01-14,7203,2,,,,Western Pacific Region,17003,4.14285714285714,0,,423631.123919308,117.626301240957,,,1212840,3965,18.1428571428571,0,,,,,208090027,419442,74924,138.428571428571,108137.538723389,217.970203431306,38.9355370274964,0.0719367728434223
Costa Rica,2024-01-14,1230653,9368,,,Upper middle income,Region of the Americas,5153957,0,0,,238778.282395449,1817.63254912682,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Croatia,2024-01-14,1309728,18687,,,High income,European Region,4060135,3466.85714285714,28.5714285714286,,322582.377186966,4602.55631894013,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Cuba,2024-01-14,1115043,8530,,,Upper middle income,Region of the Americas,11256372,0,0,,99058.8264140524,757.793008262342,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Curaçao,2024-01-14,45883,305,,,High income,Region of the Americas,190338,0,0,,241060.639493953,1602.41255030525,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Cyprus,2024-01-14,681110,1365,,,High income,European Region,1244188,2481.42857142857,0.142857142857143,,547433.346085961,1097.10108118709,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Czechia,2024-01-14,4753272,43450,2241,31,High income,European Region,10510751,8988.71428571429,56.2857142857143,,452229.531457838,4133.86255653854,213.210264423541,2.94936108751887,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Côte d’Ivoire,2024-01-14,88384,835,,,Lower middle income,African Region,27478249,0.571428571428571,0,,3216.50771852311,30.3876713541682,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Denmark,2024-01-14,3433033,9436,,,High income,European Region,5854240,1590,58.1428571428572,,586418.219956818,1611.82322555959,,,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Djibouti,2024-01-14,15690,189,,,Lower middle income,Eastern Mediterranean Region,1105557,0,0,,14191.9412567602,170.954550511643,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,23410381,351878,613.571428571429,11.1428571428571,30746.1525470735,462.140905180447,0.805837407831293,0.0146345326684146
Dominica,2024-01-14,16038,74,,,Upper middle income,Region of the Americas,72412,0,0,,221482.627188864,1021.93006683975,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Dominican Republic,2024-01-14,661181,4384,,,Upper middle income,Region of the Americas,11117873,0.142857142857143,0,,59470.0982822883,394.320028660158,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Ecuador,2024-01-14,1070188,36029,1055,5,Upper middle income,Region of the Americas,17797737,890.142857142857,1.14285714285714,,60130.5660376934,2024.35849007096,59.2771991180677,0.280934592976624,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Egypt,2024-01-14,516023,24830,,,Lower middle income,Eastern Mediterranean Region,109262178,0,0,,4722.79620858372,227.251556343678,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,23410381,351878,613.571428571429,11.1428571428571,30746.1525470735,462.140905180447,0.805837407831293,0.0146345326684146
El Salvador,2024-01-14,201835,4230,,,Upper middle income,Region of the Americas,6314167,0.285714285714286,0,,31965.4199833486,669.922097404139,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,192683541,2994536,11817.1428571429,1717.14285714286,187754.318175196,2917.92989693437,11.5148371698325,1.67321497559704
Equatorial Guinea,2024-01-14,17130,183,,,Upper middle income,African Region,1634466,0,0,,10480.4872049954,111.963173293296,,,251117242,2822974,93605.1428571429,237.142857142857,99655.0917331821,1120.28839871692,37.1469080491342,0.0941094008289575,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Eritrea,2024-01-14,10189,103,,,Low income,African Region,3620312,0,0,,2814.39831705113,28.4505865792783,,,1937374,43496,318,1.85714285714286,2697.33424172743,60.5578737911091,0.442739651130511,0.0025856313857577,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Estonia,2024-01-14,609259,2981,320,5,High income,European Region,1328701,618.428571428571,8.71428571428571,,458537.323295459,2243.54463494797,240.836726998776,3.76307385935587,428120414,2961435,177398.285714286,2798.42857142857,343715.683485077,2377.58261889756,142.423885966266,2.24671320885142,278515157,2266855,183065.714285714,1175.71428571429,299218.414203354,2435.36030726308,196.673794394521,1.26311030220757
Eswatini,2024-01-14,75191,1427,,,Lower middle income,African Region,1192271,1,0,,63065.3601404379,1196.87554255702,,,91903417,1187834,6201.42857142857,44.1428571428571,27056.2278171726,349.696544068469,1.82569124954837,0.0129955907880775,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
Ethiopia,2024-01-14,501117,7574,,,Low income,African Region,120283026,1.85714285714286,0,,4166.14892944246,62.968153129104,,,1937374,43496,318,1.85714285714286,2697.33424172743,60.5578737911091,0.442739651130511,0.0025856313857577,9033142,174378,1830.28571428571,2,7769.38880942265,149.9821968712,1.57422537436227,0.00172019631915952
